Year,Utility ID,Name,Class,Owner,First of Year,Added During Year,Retired During Year,Adjustments Increase or (Decrease),End of Year,Tested During Year,Residential,Commercial,Industrial,Public Authority,Wholesale or Interdepartment or Utility Use,Multifamily,Irrigation,In Stock,Deducted Qty,Total,
2022,5365,City of Shawano Water and Sewer Utility,AB,Muni,3683,55,47,430,4121,106,3019,324,35,47,0,76,0,185,435,4121,
2022,5370,Sheboygan Water Utility,AB,Muni,20106,1824,1868,-44,20018,1333,17124,1316,150,122,0,296,0,929,76,20018,
2022,5377,Sheboygan Tn Of Sanitary Dist #3,C,Sani,2035,30,10,0,2055,6,1834,137,4,9,0,44,0,24,0,2055,
2022,5380,Sheboygan Falls Utilities,AB,Muni,3511,338,185,1,3665,188,3175,255,31,22,0,29,0,145,0,3665,
2022,5390,Town of Shelby Sanitary District #2,D,Sani,776,1,0,0,777,9,474,5,0,0,0,3,0,294,0,777,
2022,5395,Sheldon Municipal Water Utility,D,Muni,150,0,0,0,150,0,99,24,0,4,0,2,0,21,0,150,
2022,5400,Shell Lake Municipal Utilities,D,Muni,673,1,1,0,673,20,498,70,11,34,0,20,0,40,0,673,
2022,5420,Village of Sherwood Water and Sewer Utility,C,Muni,1405,100,100,-1,1404,1,1207,43,0,13,0,0,0,141,0,1404,
2022,5430,Shiocton Municipal Utility,D,Muni,412,5,7,0,410,5,331,32,0,13,0,4,0,30,0,410,
2022,5440,Shorewood Municipal Water Utility,C,Muni,5088,3,1452,-4,3635,10,3225,105,0,40,0,160,0,99,3,3635,
2022,5450,Village of Shorewood Hills Water Utility,D,Muni,634,80,91,59,682,0,584,22,0,6,0,2,0,43,25,682,
2022,5470,Shullsburg Water Utility,D,Muni,671,23,6,-1,687,43,545,78,4,18,0,5,0,37,0,687,
2022,5480,Siren Municipal Water Utility,D,Muni,495,6,0,3,504,11,335,96,6,28,0,9,0,11,19,504,
2022,5500,Sister Bay Water And Sewer Utility,C,Muni,1374,93,106,-1,1360,10,1044,190,0,16,0,27,0,35,48,1360,
2022,5510,Slinger Utilities,C,Muni,2261,85,4,0,2342,0,1996,230,22,39,0,55,0,0,0,2342,
2022,5520,Village of Soldiers Grove Municipal Water Utility,D,Muni,292,18,15,0,295,21,217,25,1,16,0,0,0,35,1,295,
2022,5545,Village of Somers Water Utility ,C,Muni,1281,21,5,0,1297,14,958,86,2,22,0,125,0,40,64,1297,
2022,5550,Village of Somerset Water Utility,C,Muni,1517,201,83,0,1635,205,1215,115,28,19,0,18,0,18,222,1635,
2022,5590,South Milwaukee Water Utility,AB,Muni,6900,28,155,0,6773,156,6007,291,30,41,0,248,0,156,0,6773,
2022,5600,South Wayne Municipal Water Utility,D,Muni,241,0,0,5,246,2,168,32,0,10,0,0,0,12,24,246,
2022,5610,Sparta Municipal Water Department,AB,Muni,4241,28,142,0,4127,228,3241,419,45,47,0,62,0,198,115,4127,
2022,5620,Spencer Municipal Water Utility,D,Muni,965,56,71,-36,914,0,696,60,14,18,0,45,0,77,0,914,
2022,5630,Spooner Municipal Utilities,C,Muni,1435,27,22,-71,1369,172,1030,224,7,37,0,20,0,51,0,1369,
2022,5640,Spring Green Municipal Water Utility,D,Muni,960,51,51,0,960,21,651,96,21,27,0,6,0,48,111,960,
2022,5650,Spring Valley Waterworks,D,Muni,588,0,0,-4,584,0,475,61,7,18,0,11,0,12,0,584,
2022,5670,Stanley Municipal Waterworks,C,Muni,1041,45,30,0,1056,6,837,92,17,28,0,18,0,58,0,1056,
2022,5675,Star Prairie Municipal Water Utility,D,Muni,244,40,18,2,268,0,204,19,0,9,0,5,0,31,0,268,
2022,5683,Stetsonville Water Utility,D,Muni,259,1,2,0,258,0,200,17,4,5,0,6,0,26,0,258,
2022,5690,Stevens Point Municipal Water Utility,AB,Muni,9867,155,570,0,9452,545,7834,1075,26,165,0,158,0,92,102,9452,
2022,5700,Stitzer Sanitary District,D,Sani,108,2,4,0,106,8,79,12,0,3,0,1,0,4,5,106,
2022,5715,Stockbridge Water Utility,D,Muni,369,7,0,0,376,0,327,22,2,8,0,3,0,13,0,376,
2022,5720,Stoddard Municipal Water Utility,D,Muni,376,24,10,0,390,14,335,25,0,10,0,5,0,14,1,390,
2022,5730,Stone Lake Sanitary District,D,Sani,156,0,0,0,156,0,98,31,0,5,0,4,0,18,0,156,
2022,5750,Stoughton Water Utility,AB,Muni,5192,256,80,0,5368,79,4583,393,25,41,0,84,0,160,75,5368,
2022,5760,Stratford Municipal Water and Electric Utility,C,Muni,989,19,18,-30,960,28,492,64,17,20,0,13,0,348,0,960,
2022,5770,Strum Municipal Utilities,D,Muni,497,10,8,0,499,3,411,40,0,14,0,0,0,32,0,499,
2022,5780,Sturgeon Bay Utilities,AB,Muni,5124,161,54,0,5231,129,4128,662,25,48,0,56,0,288,17,5231,
2022,5795,Suamico Water Utility,C,Muni,2050,177,138,2,2091,15,1911,95,12,13,0,33,0,27,0,2091,
2022,5810,Sun Prairie Utilities,AB,Muni,14824,64,1946,0,12942,1441,10677,813,17,46,0,332,0,1056,0,12942,
2022,5830,Village of Suring Water Utility,D,Muni,290,138,99,0,329,38,197,39,6,15,0,6,0,64,0,329,
2022,5835,Village of Sussex Water Public Utility,C,Muni,4156,78,12,0,4222,2,3390,134,73,24,0,94,0,505,1,4222,
2022,5840,Village of Taylor Water Utility,D,Muni,239,20,21,0,238,2,175,16,3,6,0,5,0,31,0,238,
2022,5860,Tennyson Water Utility,D,Muni,183,0,2,0,181,2,155,18,0,3,0,0,0,5,0,181,
2022,5870,Theresa Municipal Water And Sewer Utility,D,Muni,595,617,595,0,617,0,544,26,4,17,0,2,0,6,18,617,
2022,5880,Thorp Municipal Water And Sewer Utility,D,Muni,815,19,4,0,830,105,673,123,9,15,0,0,0,10,0,830,
2022,5900,Three Lakes Sanitary District No 1,D,Sani,304,0,0,0,304,0,189,70,0,13,0,5,0,20,7,304,
2022,5910,Tigerton Municipal Water and Sewer Utility,D,Muni,361,18,13,0,366,0,284,26,5,26,0,3,0,14,6,366,
2022,5920,Tomah Water Utility,C,Muni,3983,209,146,2,4048,199,3145,436,35,57,0,93,1,281,0,4048,
2022,5930,Tomahawk Municipal Water and Sewer Utility,C,Muni,1612,135,103,0,1644,3,1223,241,20,26,0,7,0,125,0,1644,
2022,5935,Tony Municipal Water Utility,D,Muni,70,0,0,0,70,0,39,4,0,8,0,0,0,19,0,70,
2022,5940,Trempealeau Municipal Electric and Water Utility,C,Muni,874,1,70,15,820,0,713,54,0,16,0,4,0,21,12,820,
2022,5960,Troy Center Sanitary District #1,D,Sani,53,0,0,0,53,0,49,2,0,0,0,0,0,2,0,53,
2022,5970,Turtle Lake Municipal Water and Sewer Utility,D,Muni,502,17,11,0,508,34,324,79,22,19,0,28,0,35,0,508,
2022,5990,Two Rivers Water and Light Utility,AB,Muni,5757,42,210,0,5589,116,4709,303,17,23,0,62,0,453,18,5589,
2022,6010,Village of Union Center Water Utility,D,Muni,129,0,0,2,131,7,108,13,0,6,0,1,0,3,0,131,
2022,6020,Union Grove Municipal Water Utility,C,Muni,1723,46,3,0,1766,23,1400,174,21,13,0,68,0,77,0,1766,
2022,6060,Valders Public Utility,D,Muni,471,0,2,-2,467,7,367,43,6,11,0,7,0,33,0,467,
2022,6100,Verona Water Utility,AB,Muni,5196,280,65,0,5411,118,4539,408,42,56,0,95,0,244,11,5411,
2022,6110,Vesper Municipal Water And Sewer Utility,D,Muni,271,162,171,0,262,0,224,23,2,9,0,0,0,4,0,262,
2022,6130,Viola Municipal Water And Electric Utility,C,Muni,334,10,11,0,333,10,278,25,0,14,0,0,0,16,0,333,
2022,6140,City of Viroqua Municipal Water Utility,C,Muni,2207,172,209,-2,2168,41,1795,266,11,36,0,28,0,32,0,2168,
2022,6160,Wabeno Sanitary District No 1,D,Sani,343,14,20,-1,336,8,261,43,0,15,0,8,0,9,0,336,
2022,6170,Waldo Water And Sewer Utility,D,Muni,221,12,7,0,226,1,194,16,1,3,0,2,0,9,0,226,
2022,6180,Walworth Municipal Water And Sewer Utility,C,Muni,1245,12,5,0,1252,0,967,123,28,15,0,24,0,95,0,1252,
2022,6185,Warrens Municipal Water and Sewer Utilities,D,Muni,344,0,0,0,344,0,116,203,0,4,0,4,0,17,0,344,
2022,6190,Washburn Municipal Water And Sewer Utility,D,Muni,955,3,1,0,957,9,784,83,5,34,0,4,0,9,8,957,
2022,6210,Village of Waterford Water and Sewer Utility,C,Muni,2568,77,15,36,2666,23,2123,178,14,23,0,161,0,116,51,2666,
2022,6220,Waterloo Water And Light Commission,AB,Muni,1603,441,102,51,1993,102,1167,105,10,15,0,25,0,637,26,1993,
2022,6230,Watertown Water Department,AB,Muni,9034,799,618,-39,9176,912,7835,684,76,48,0,179,0,278,68,9176,
2022,6240,City of Waukesha Water Utility,AB,Muni,20842,1308,1101,-49,21000,330,18020,1267,142,111,0,1031,146,283,0,21000,
2022,6260,Waunakee Water And Light Commission,AB,Muni,5692,712,1090,0,5314,602,4869,257,17,33,0,63,0,51,0,5314,
2022,6280,Waupaca Water Utility,AB,Muni,2758,1118,1087,0,2789,456,2063,496,45,48,0,48,0,89,0,2789,
2022,6290,Waupun Public Utilities,AB,Muni,3450,47,15,-6,3476,26,3026,268,10,37,0,85,0,48,0,3476,
2022,6300,Wausau Water Utility,AB,Muni,17360,1404,697,-4,18063,849,14664,1336,88,111,0,249,468,1147,0,18063,
2022,6310,Wausaukee Water and Sewer Utility,D,Muni,344,4,2,1,347,9,226,88,3,16,0,0,0,14,0,347,
2022,6320,Wauwatosa Water Utility,AB,Muni,17247,95,142,-1321,15879,333,14342,783,18,45,0,338,0,353,0,15879,
2022,6325,Wautoma Public Water Utility,C,Muni,981,4,0,1,986,234,685,123,6,27,0,86,32,27,0,986,
2022,6330,Wauzeka Municipal Water Utility,D,Muni,294,8,10,0,292,4,248,22,0,10,0,4,0,8,0,292,
2022,6335,Harrison Utilities,C,Muni,2601,264,100,14,2779,170,2560,67,0,8,0,32,1,103,0,2779,
2022,6350,Village of Webster Municipal Water Utility,D,Muni,406,0,0,0,406,0,293,62,2,26,0,4,0,19,0,406,
2022,6360,West Allis Municipal Water Utility,AB,Muni,19570,1081,613,-2,20036,652,17296,1458,59,45,0,688,0,490,0,20036,
2022,6370,West Baraboo Municipal Water and Sewer Utility,D,Muni,872,8,0,-16,864,19,430,80,1,19,0,317,0,16,1,864,
2022,6380,City of West Bend Water Utility,AB,Muni,12465,602,626,-5,12436,99,11033,806,78,63,0,189,0,177,0,12436,
2022,6385,Westboro San Dist Wtr system,D,Sani,95,0,1,0,94,0,76,2,0,4,0,2,0,10,0,94,
2022,6390,Brookfield Tn Of  Sanitary Dist No 4,C,Sani,2101,8,9,0,2100,17,1804,194,0,8,0,56,0,38,0,2100,
2022,6400,City of Westby Municipal Electric and Water Utility,C,Muni,1146,0,17,0,1129,32,951,128,3,21,0,8,0,17,0,1129,
2022,6420,Weston Water Utility,AB,Muni,5915,95,5,133,6138,68,5102,489,48,50,0,255,0,97,97,6138,
2022,6430,West Salem Municipal Joint Water and Sewer Utility,C,Muni,2910,32,0,0,2942,58,1609,175,16,27,0,27,7,1059,13,2942,
2022,6445,Westport Water Utility District,D,Muni,488,34,0,0,522,0,467,13,0,3,0,15,0,24,0,522,
2022,6450,City of Weyauwega Water and Sewer Utility,D,Muni,843,6,2,-10,837,13,689,60,19,24,0,11,0,12,22,837,
2022,6470,Weyerhaeuser Municipal Water Utility,D,Muni,251,1,1,0,251,0,124,19,4,5,0,1,0,98,0,251,
2022,6475,Village of Wheeler Municipal Water Utility,D,Muni,191,140,140,-1,190,140,128,13,0,2,0,3,0,44,0,190,
2022,6480,Village of Whitefish Bay Water Utility,AB,Muni,4942,235,61,57,5173,8,4617,74,0,13,0,90,0,357,11,5173,
2022,6500,Whitehall Municipal Water Utility,C,Muni,749,3,5,1,748,85,588,89,4,27,0,11,6,21,0,748,
2022,6505,Village of White Lake Water Utility,D,Muni,195,0,2,0,193,3,148,10,3,8,0,4,0,18,0,193,
2022,6510,Whitelaw Municipal Water And Sewer Utility,D,Muni,355,18,0,0,373,25,300,18,0,4,0,2,0,47,0,373,
2022,6520,Whitewater Municipal Water Utility,C,Muni,3791,480,472,5,3804,60,3188,313,38,92,0,105,0,35,33,3804,
2022,6530,Whiting Municipal Water And Sewer Utility,C,Muni,751,0,1,-2,748,9,646,39,5,2,0,10,13,30,1,748,
2022,6540,Williams Bay Municipal Water Utility,C,Muni,2148,181,127,0,2202,138,2037,82,0,19,0,32,0,32,0,2202,
2022,6545,Village of Wilson Municipal Water Utility,D,Muni,107,0,31,-2,74,31,62,6,0,0,0,0,0,6,0,74,
2022,6550,Wilton Municipal Water and Sewer Utility,D,Muni,262,4,5,0,261,0,200,35,0,12,0,3,0,10,0,261,
2022,6560,Wind Point Municipal Water Utility,D,Muni,849,0,0,0,849,11,779,26,0,7,0,0,0,37,0,849,
2022,6572,Windsor Water Utility,C,Muni,1986,104,0,0,2090,20,1728,81,9,14,0,49,0,93,109,2090,
2022,6580,Winneconne Water Utility,C,Muni,1249,182,49,26,1408,54,1064,103,14,21,0,18,0,188,0,1408,
2022,6590,Village of Winter Water Utility,D,Muni,214,0,0,9,223,0,167,40,2,14,0,0,0,0,0,223,
2022,6600,Wiota Sanitary District Number One,D,Sani,65,0,0,0,65,0,46,9,1,2,0,0,0,5,0,65,
2022,6620,Wisconsin Dells Municipal Water Utility,C,Muni,1554,94,3,-12,1633,26,1092,408,0,24,0,25,0,84,0,1633,
2022,6700,Wisconsin Rapids Water Works and Lighting Commission,AB,Muni,8835,26,17,8,8852,42,7131,673,23,62,0,117,688,104,46,8852,
2022,6730,Withee Municipal Water Utility,D,Muni,255,2,0,-3,254,0,198,25,4,2,0,5,0,12,0,254,
2022,6740,Wittenberg Municipal Water and Sewer Utility,D,Muni,501,0,0,0,501,5,365,84,6,19,0,19,0,3,5,501,
2022,6760,Wonewoc Electric and Water Utility,C,Muni,364,25,25,6,370,3,299,42,1,7,0,6,0,13,2,370,
2022,6790,Woodville Water And Sewer Utility,D,Muni,548,11,0,1,560,285,461,40,17,11,0,14,0,17,0,560,
2022,6800,Village of Wrightstown Water Utility,C,Muni,1299,71,42,0,1328,12,1157,70,31,17,0,11,0,42,0,1328,
2022,6810,Town of Wrightstown Sanitary District 1,D,Sani,241,0,11,0,230,11,183,20,0,6,0,0,0,18,2,230,
2022,6818,Wyocena Municipal Water and Sewer Utility,D,Muni,275,0,0,0,275,4,236,11,1,6,0,7,0,9,0,275,
2022,6819,Town of Yorkville Water Utility,D,Muni,40,1,1,0,40,8,0,36,0,0,0,0,1,0,0,40,
2022,6820,Yuba Municipal Waterworks,D,Muni,42,0,0,0,42,0,27,5,0,2,0,0,0,8,0,42,
2021,10,Abbotsford Municipal Water Utility,D,Muni,881,38,25,16,910,19,699,114,19,24,0,39,0,15,0,910,
2021,20,Adams Municipal Water And Sewer Utility,D,Muni,893,3,26,-11,859,11,641,119,2,9,0,27,0,19,34,859,
2021,30,Adell Municipal Sewer And Water Utility,D,Muni,275,0,2,-3,270,0,228,28,3,5,0,0,0,6,0,270,
2021,40,Albany Municipal Water And Sewer Utility,D,Muni,463,10,5,5,473,7,395,41,2,16,0,0,0,13,6,473,
2021,50,Algoma Utility Commission,AB,Muni,1758,0,37,1,1722,69,1393,180,9,19,0,22,0,56,42,1722,
2021,51,Algoma Sanitary District No 1,C,Sani,1318,84,5,0,1397,84,1317,16,0,7,0,0,0,54,0,1397,
2021,60,Allenton Sanitary District No 1,D,Sani,365,2,2,1,366,4,271,23,7,4,0,11,0,50,0,366,
2021,70,Village of Allouez Water Department,AB,Muni,5657,1,12,2,5648,24,5325,197,0,24,0,17,0,85,0,5648,
2021,80,Alma Municipal Water Utility,D,Muni,335,0,0,0,335,3,224,82,2,11,0,0,0,16,0,335,
2021,90,Alma Center Water Utility,D,Muni,251,15,22,0,244,0,194,22,0,7,0,15,0,6,0,244,
2021,100,Almena Municipal Water Utility,D,Muni,356,9,9,0,356,2,277,45,0,9,0,0,0,25,0,356,
2021,120,Altoona Municipal Water And Sewer Utility,C,Muni,4683,308,236,0,4755,17,2827,520,5,38,0,11,171,222,0,4755,
2021,140,Amery Municipal Joint Water and Sewer Utility,C,Muni,1479,0,0,0,1479,129,1135,183,35,43,0,30,0,53,0,1479,
2021,160,Village of Amherst Water Utility,D,Muni,680,9,0,0,689,0,549,77,2,24,0,14,0,23,0,689,
2021,180,Antigo Utilities,AB,Muni,3681,243,285,-26,3613,412,2847,487,36,41,0,83,0,119,0,3613,
2021,190,Appleton Water Department,AB,Muni,28950,147,39,0,29058,55,25839,1733,70,102,0,352,0,875,81,29058,
2021,200,Applewood Hill Water Utility,D,Priv,42,3,1,0,44,3,42,0,0,0,0,0,0,2,0,44,
2021,210,Arcadia Electric and Water Utility,C,Muni,1350,62,6,1,1407,19,1088,139,27,53,0,10,0,79,0,1407,
2021,220,Arena Municipal Water Utility,D,Muni,424,24,7,-4,437,0,325,17,2,9,0,5,0,30,49,437,
2021,230,Argyle Municipal Electric and Water Utility,C,Muni,425,1,1,0,425,0,317,60,2,7,0,9,0,26,4,425,
2021,240,Arlington Water Utility,D,Muni,383,44,49,0,378,1,334,32,5,4,0,0,0,3,0,378,
2021,250,Ashland Water Utility,AB,Muni,3262,195,147,2,3312,47,2478,370,14,78,0,89,0,156,13,3312,
2021,255,Ashwaubenon Water And Sewer Utility,AB,Muni,7885,804,262,0,8427,247,5789,1256,49,43,0,139,0,752,399,8427,
2021,260,Athens Municipal Water Utility,D,Muni,488,4,8,0,484,9,398,49,4,12,0,11,0,10,0,484,
2021,270,City of Augusta Municipal Water and Sewer Utility,D,Muni,668,36,37,-1,666,2,535,72,12,24,0,12,0,11,0,666,
2021,280,Avoca Municipal Water Utility,D,Muni,338,12,4,4,350,12,312,10,0,8,0,0,0,20,0,350,
2021,310,Bagley Municipal Water Utility,D,Muni,421,8,11,0,418,0,351,15,0,7,0,1,0,43,0,418,
2021,320,Baldwin Municipal Water Utility,C,Muni,1866,36,17,0,1885,1,1540,157,26,25,0,6,0,131,0,1885,
2021,340,Balsam Lake Municipal Water Utility,D,Muni,575,537,541,5,576,524,483,52,7,16,0,13,0,5,0,576,
2021,350,Bangor Municipal Utility,C,Muni,624,9,0,1,634,0,533,41,0,15,0,27,0,18,0,634,
2021,360,City of Baraboo Water Utility,AB,Muni,4826,27,15,0,4838,77,4189,450,35,58,0,83,0,23,0,4838,
2021,370,Barneveld Municipal Water Utility,D,Muni,535,14,8,0,541,0,466,39,7,8,0,7,0,14,0,541,
2021,380,Barron Light And Water Utility,C,Muni,1425,320,194,0,1551,26,1088,175,5,31,0,21,0,217,14,1551,
2021,381,Village of Bay City Water Utility,D,Muni,167,1,2,1,167,3,139,14,0,7,0,4,0,3,0,167,
2021,385,Bayfield Water and Sewer Utility,D,Muni,511,12,4,0,519,6,335,138,0,32,0,0,0,14,0,519,
2021,395,Bear Creek Water Utility,D,Muni,187,2,1,-28,160,0,133,12,3,4,0,3,0,5,0,160,
2021,400,Beaver Dam Water Utility,AB,Muni,6873,369,214,-78,6950,343,6045,559,46,50,0,112,0,138,0,6950,
2021,405,Beaver Brook Sanitary District No 1,D,Sani,93,0,1,0,92,0,69,21,0,2,0,0,0,0,0,92,
2021,410,Belgium Municipal Water Utility,D,Muni,1066,36,10,0,1092,0,908,49,18,13,0,46,0,9,49,1092,
2021,420,Belleville Municipal Water and Sewer Utility,C,Muni,1353,41,4,0,1390,0,1014,94,3,30,0,15,0,56,178,1390,
2021,430,Bellevue Water Utility,AB,Muni,4886,37,10,6,4919,94,4123,450,1,22,0,200,0,118,0,4919,
2021,440,Belmont Municipal Water And Electric Utility,C,Muni,486,23,23,-18,468,24,391,37,7,11,0,7,0,15,0,468,
2021,455,Beloit Water Utility,AB,Muni,18262,1102,2856,117,16625,7,14138,1582,11,55,0,131,0,708,0,16625,
2021,460,Benton Municipal Electric And Water Utility,C,Muni,554,0,0,0,554,0,403,36,0,7,0,4,0,102,0,554,
2021,480,Berlin Municipal Water And Sewer Utility,C,Muni,2409,20,0,0,2429,15,1994,214,33,25,0,55,0,108,0,2429,
2021,490,Birchwood Municipal Water Utility,D,Muni,289,1,5,0,285,34,226,43,2,8,0,0,0,6,0,285,
2021,500,Birnamwood Municipal Water Utility,D,Muni,306,4,12,0,298,0,215,58,4,8,0,1,0,11,0,298,
2021,510,Biron Municipal Water Utility,D,Muni,420,0,0,0,420,7,362,38,5,5,0,2,0,3,0,420,
2021,520,Black Creek Municipal Water and Sewer Utility,D,Muni,514,33,31,1,517,31,431,53,9,11,0,4,0,7,0,517,
2021,531,Village of Black Earth Water Utility,C,Muni,705,0,0,0,705,0,644,33,0,7,0,20,0,1,0,705,
2021,550,Black River Falls Municipal Electric and Water,AB,Muni,1736,393,448,0,1681,416,1202,205,18,50,0,31,0,28,145,1681,
2021,560,Blair Municipal Water Utility,D,Muni,624,50,45,1,630,0,533,55,5,16,0,2,0,17,1,630,
2021,570,Blanchardville Municipal Water Utility,D,Muni,402,0,0,0,402,0,324,40,0,15,0,6,0,17,0,402,
2021,585,City of Bloomer Water Utility,C,Muni,2643,22,735,-8,1922,739,1520,193,13,23,0,16,0,155,0,1922,
2021,610,Bloomington Municipal Water Utility,D,Muni,367,0,2,0,365,25,293,47,0,10,0,4,0,11,0,365,
2021,615,Village of Blue Mounds Municipal Water Utility,D,Muni,429,0,5,7,431,0,282,17,0,1,0,5,0,6,114,431,
2021,620,Blue River Municipal Water And Sewer Utility,D,Muni,254,1,1,0,254,0,215,14,0,6,0,3,0,16,0,254,
2021,627,Bluffview Sanitary District,D,Sani,36,0,0,0,36,2,17,6,0,1,0,10,0,2,0,36,
2021,630,Bonduel Water and Sewer Utility,D,Muni,638,13,39,0,612,61,480,76,11,21,0,12,0,12,0,612,
2021,650,Boscobel Municipal Utilities,C,Muni,1407,49,71,0,1385,85,1085,167,0,32,0,19,0,77,0,1385,
2021,670,Bowler Water And Sewer Utility,D,Muni,152,1,9,0,144,0,109,13,0,17,0,2,0,2,1,144,
2021,680,Boyceville Municipal Water Utility,D,Muni,513,10,7,-23,493,471,401,44,6,26,0,14,0,2,0,493,
2021,690,Boyd Municipal Water And Sewer Utility,D,Muni,289,24,19,0,294,26,231,31,1,7,0,1,0,15,7,294,
2021,700,Brandon Sewer and Water Utility,D,Muni,419,0,0,3,422,0,350,30,2,16,0,0,0,24,0,422,
2021,705,Bridgeport Sanitary Dist,D,Sani,177,1,17,0,161,0,93,51,5,2,0,2,0,8,0,161,
2021,710,Brillion Municipal Water Utility,C,Muni,1450,115,180,-133,1252,239,1054,100,15,18,0,27,0,33,5,1252,
2021,720,Bristol Water Utility,D,Muni,575,51,41,-12,573,17,468,38,25,8,0,18,0,16,0,573,
2021,730,Town of Brockway Sanitary District 1,D,Sani,613,8,16,0,605,20,496,52,0,30,0,11,0,16,0,605,
2021,740,Brodhead Water And Light Commission,C,Muni,1383,0,6,-1,1376,18,1162,134,10,25,0,16,0,26,0,1376,
2021,760,Brookfield Municipal Water Utility,AB,Muni,13468,936,128,0,14276,1298,11769,844,12,34,0,260,0,1357,0,14276,
2021,770,Brooklyn Water Utility,D,Muni,677,38,35,0,680,37,540,24,5,10,0,3,0,98,0,680,
2021,780,Brown Deer Water Public Utility,AB,Muni,4042,24,192,-14,3860,19,3410,197,16,14,0,92,0,107,17,3860,
2021,790,Brownsville Water Utility,D,Muni,312,6,0,0,318,25,241,31,0,8,0,5,0,33,0,318,
2021,800,Browntown Municipal Water Utility,D,Muni,148,8,8,-5,143,21,120,5,5,6,0,0,0,3,4,143,
2021,810,Bruce Municipal Water and Sewer Utility,D,Muni,372,82,0,0,454,4,260,35,0,17,0,1,0,141,0,454,
2021,840,Burlington Municipal Waterworks,C,Muni,4107,66,142,0,4031,362,3186,524,21,49,0,90,0,161,0,4031,
2021,860,Butler Public Water Utility,C,Muni,859,1,0,0,860,5,543,256,11,3,0,0,0,47,0,860,
2021,870,Butternut Municipal Water Department,D,Muni,293,0,0,6,299,0,139,27,1,9,0,5,0,118,0,299,
2021,890,Cadott Light And Water Municipal Utility,C,Muni,662,16,26,0,652,26,528,82,3,11,0,1,0,27,0,652,
2021,900,Village of Caledonia Water Utility,AB,Muni,7848,120,32,-1,7935,143,7343,251,45,33,0,0,0,261,0,7935,
2021,910,Cambria Municipal Water Utility,D,Muni,356,0,21,0,335,0,273,24,19,14,0,5,0,0,0,335,
2021,920,Cambridge Municipal Water Utility,D,Muni,758,66,48,0,776,0,654,93,4,11,0,4,0,10,0,776,
2021,930,Village of Cameron Municipal Water Utility,D,Muni,796,50,55,3,794,31,673,89,0,24,0,7,0,1,0,794,
2021,940,Campbellsport Municipal Water Utility,D,Muni,861,1,1,0,861,14,704,66,3,20,0,19,0,47,0,861,
2021,950,Camp Douglas Municipal Water Utility,D,Muni,249,1,1,0,249,4,206,23,1,7,0,3,0,9,0,249,
2021,955,Cascade Water Utility,D,Muni,317,0,4,0,313,11,256,21,3,7,0,0,0,26,0,313,
2021,970,Cashton Municipal Electric And Water Utility,C,Muni,581,16,9,0,588,21,493,60,0,16,0,0,0,7,0,588,
2021,980,Cassville Water and Sewer Utility,D,Muni,431,0,3,-6,422,0,364,35,2,9,0,7,0,5,0,422,
2021,990,Village of Cazenovia Water Utility,D,Muni,157,0,0,-2,155,0,145,6,0,2,0,0,0,2,0,155,
2021,1000,Cedarburg Light And Water Commission,AB,Muni,4556,105,6,0,4655,21,4025,296,32,43,0,139,0,119,0,4655,
2021,1010,Cedar Grove Municipal Water Utility,D,Muni,818,12,0,0,830,0,731,45,9,13,0,20,0,12,0,830,
2021,1050,Centuria Municipal Water And Sewer Utility,D,Muni,304,0,1,0,303,2,241,41,0,4,0,9,0,8,0,303,
2021,1060,Chaseburg Water and Sewer Utility,D,Muni,136,8,2,0,142,7,97,9,4,4,0,3,0,25,0,142,
2021,1080,Chetek Municipal Water Utility,C,Muni,1036,15,18,3,1036,3,809,140,14,35,0,16,0,21,0,1036,
2021,1100,Chilton Municipal Water Utility,C,Muni,1775,1,32,0,1744,180,1432,145,36,22,0,36,11,61,0,1744,
2021,1120,Chippewa Falls Department of Public Utilities,AB,Muni,6794,739,164,0,7369,283,5009,681,110,47,0,331,0,1191,0,7369,
2021,1150,Clayton Municipal Water Utility,D,Muni,489,1,1,0,489,17,250,27,4,7,0,13,0,188,0,489,
2021,1160,Clear Lake Municipal Water Utility,D,Muni,510,3,1,0,512,5,386,57,16,12,0,8,0,33,0,512,
2021,1180,Cleveland Water Utility,D,Muni,675,3,3,2,677,2,616,29,4,19,0,4,0,2,0,677,
2021,1190,Clinton Municipal Waterworks,D,Muni,1000,36,24,0,1012,33,727,100,12,17,0,13,0,133,10,1012,
2021,1200,Clintonville Water and Electric Utility,C,Muni,2232,155,187,0,2200,157,1740,189,31,20,0,37,0,155,24,2200,
2021,1210,Clyman Utility Commission,D,Muni,181,0,0,-4,177,4,151,9,5,5,0,5,0,2,0,177,
2021,1220,Cobb Municipal Water Utility,D,Muni,242,9,0,-1,250,0,196,26,0,8,0,2,0,16,0,250,
2021,1240,Cochrane Municipal Water Utility,D,Muni,220,0,0,0,220,24,175,32,6,3,0,0,0,4,0,220,
2021,1250,City of Colby Municipal Water Utility,D,Muni,743,22,14,0,751,26,603,88,9,12,0,16,0,23,0,751,
2021,1260,Coleman Water Utility,D,Muni,479,25,22,18,500,12,360,79,9,10,0,7,2,33,0,500,
2021,1270,Colfax Municipal Water And Sewer Utility,D,Muni,568,14,14,-90,478,3,379,75,5,15,0,0,0,1,0,478,
2021,1280,Coloma Municipal Water Utility,D,Muni,249,44,0,2,295,2,200,35,1,8,0,0,0,51,0,295,
