Year,Utility ID,Name,Class,Owner,Size of Meter,First of Year,Added During Year,Retired During Year,Adjustments Increase or (Decrease),End of Year,Tested During Year,Residential,Commercial,Industrial,Public Authority,Wholesale Interdepartment or Utility Use,Multifamily Residential,Irrigation,Wholesale,Inter-D or Utility Use,In Stock and Deduct Meters,Total,
2022,3340,Village of Maple Bluff Municipal Water Utility,D,Muni,0.625,313,23,22,,314,0,300,3,,,,,,,,9,314,
2022,3340,Village of Maple Bluff Municipal Water Utility,D,Muni,0.750,193,17,19,1,192,0,167,,,1,,,,,,7,192,
2022,3340,Village of Maple Bluff Municipal Water Utility,D,Muni,1.000,75,7,8,,74,0,63,1,,3,,,,,,3,74,
2022,3340,Village of Maple Bluff Municipal Water Utility,D,Muni,1.500,9,,0,,9,0,4,,,1,,,,,,3,9,
2022,3340,Village of Maple Bluff Municipal Water Utility,D,Muni,2.000,11,2,1,,12,0,4,2,,1,,,,,,5,12,
2022,3345,Maplewood Sanitary District No 1,D,Sani,0.750,51,,,,51,0,44,4,,,,,,,,3,51,
2022,3350,Village of Water Marathon and Sewer Utility,D,Muni,0.625,590,,,,590,0,471,53,12,5,,22,,,,17,590,
2022,3350,Village of Water Marathon and Sewer Utility,D,Muni,1.000,27,,,,27,0,,12,9,2,,,,,,4,27,
2022,3350,Village of Water Marathon and Sewer Utility,D,Muni,1.250,2,,,,2,0,,1,,,,,,,,1,2,
2022,3350,Village of Water Marathon and Sewer Utility,D,Muni,1.500,12,,,,12,0,,2,3,2,,,,,,3,12,
2022,3350,Village of Water Marathon and Sewer Utility,D,Muni,2.000,19,,,,19,0,,7,6,1,,2,,,,3,19,
2022,3350,Village of Water Marathon and Sewer Utility,D,Muni,3.000,10,,,,10,0,,2,4,3,,,,,,1,10,
2022,3350,Village of Water Marathon and Sewer Utility,D,Muni,4.000,2,,,,2,0,,,,,,,,,,2,2,
2022,3350,Village of Water Marathon and Sewer Utility,D,Muni,6.000,1,,,,1,1,,,,,,,,1,,,1,
2022,3350,Village of Water Marathon and Sewer Utility,D,Muni,8.000,2,,,,2,2,,,,,,,,2,,,2,
2022,3360,Maribel Municipal Water and Sewer Utility,D,Muni,0.625,149,,6,,143,6,117,11,,1,,3,,,,5,143,
2022,3360,Maribel Municipal Water and Sewer Utility,D,Muni,1.000,5,,,,5,0,,1,,1,,2,,,,,5,
2022,3360,Maribel Municipal Water and Sewer Utility,D,Muni,2.000,1,,,,1,0,,1,,,,,,,,,1,
2022,3370,Marinette Municipal Water Utility,AB,Muni,0.625,4254,172,52,,4374,0,3880,318,14,21,,22,,,,119,4374,
2022,3370,Marinette Municipal Water Utility,AB,Muni,0.750,72,6,1,,77,0,12,39,6,12,,2,,,,6,77,
2022,3370,Marinette Municipal Water Utility,AB,Muni,1.000,77,3,4,,76,0,1,55,11,9,,,,,,,76,
2022,3370,Marinette Municipal Water Utility,AB,Muni,1.500,46,,,,46,0,,35,8,3,,,,,,,46,
2022,3370,Marinette Municipal Water Utility,AB,Muni,2.000,80,,2,,78,0,,45,28,5,,,,,,,78,
2022,3370,Marinette Municipal Water Utility,AB,Muni,3.000,42,,,,42,0,,24,7,11,,,,,,,42,
2022,3370,Marinette Municipal Water Utility,AB,Muni,4.000,17,,,,17,0,,5,7,5,,,,,,,17,
2022,3370,Marinette Municipal Water Utility,AB,Muni,6.000,6,,,,6,6,,6,,,,,,,,,6,
2022,3370,Marinette Municipal Water Utility,AB,Muni,8.000,7,,,,7,7,,4,3,,,,,,,,7,
2022,3380,Marion Municipal Water And Sewer Utility,D,Muni,0.750,601,10,2,,609,0,462,44,2,9,,2,,,,36,609,
2022,3380,Marion Municipal Water And Sewer Utility,D,Muni,1.000,31,,2,,29,2,1,10,4,4,1,6,,,,2,29,
2022,3380,Marion Municipal Water And Sewer Utility,D,Muni,1.500,17,,,,17,0,,3,3,,1,5,,,,5,17,
2022,3380,Marion Municipal Water And Sewer Utility,D,Muni,2.000,13,,,,13,0,,1,3,3,,2,,,,3,13,
2022,3380,Marion Municipal Water And Sewer Utility,D,Muni,3.000,5,,,,5,0,,,,2,1,,,,,1,5,
2022,3380,Marion Municipal Water And Sewer Utility,D,Muni,4.000,2,,,,2,0,,,1,1,,,,,,,2,
2022,3390,Markesan Municipal Water Plant,D,Muni,0.625,331,64,64,24,355,28,288,18,3,1,,5,,,,40,355,
2022,3390,Markesan Municipal Water Plant,D,Muni,0.750,287,16,,-3,300,32,235,45,,3,,1,,,,16,300,
2022,3390,Markesan Municipal Water Plant,D,Muni,1.000,24,,,,24,0,,7,3,4,,8,,,,2,24,
2022,3390,Markesan Municipal Water Plant,D,Muni,1.500,7,,,,7,0,,4,,,,1,,,,2,7,
2022,3390,Markesan Municipal Water Plant,D,Muni,2.000,5,,,,5,0,,,3,,,2,,,,,5,
2022,3390,Markesan Municipal Water Plant,D,Muni,3.000,3,,,,3,3,,,1,2,,,,,,,3,
2022,3390,Markesan Municipal Water Plant,D,Muni,4.000,2,,,,2,2,,,,1,,1,,,,,2,
2022,3410,Marshall Water And Sewer Utility,C,Muni,0.750,1185,214,12,15,1402,22,1093,54,8,6,,3,,,,223,1402,
2022,3410,Marshall Water And Sewer Utility,C,Muni,1.000,24,,1,,23,0,,8,,2,,13,,,,,23,
2022,3410,Marshall Water And Sewer Utility,C,Muni,1.500,8,,1,1,8,1,,2,,2,,3,,,,,8,
2022,3410,Marshall Water And Sewer Utility,C,Muni,2.000,7,,,,7,0,,1,,2,,4,,,,,7,
2022,3410,Marshall Water And Sewer Utility,C,Muni,3.000,6,,,-1,5,3,,1,,4,,,,,,,5,
2022,3410,Marshall Water And Sewer Utility,C,Muni,6.000,1,,,,1,1,,,,,,1,,,,,1,
2022,3420,Marshfield Utilities,AB,Muni,0.625,8173,,30,-5,8138,26,7360,481,13,6,,14,,,1,212,8138,
2022,3420,Marshfield Utilities,AB,Muni,1.000,360,,,2,362,8,126,139,14,7,,7,,,1,14,362,
2022,3420,Marshfield Utilities,AB,Muni,1.500,117,,,-1,116,10,,62,7,7,,20,,,,7,116,
2022,3420,Marshfield Utilities,AB,Muni,2.000,196,,,8,204,36,,89,11,17,,30,,,1,44,204,
2022,3420,Marshfield Utilities,AB,Muni,3.000,45,,,3,48,10,,14,4,7,,6,,,,17,48,
2022,3420,Marshfield Utilities,AB,Muni,4.000,23,,,-1,22,5,,8,4,4,,,,,1,5,22,
2022,3420,Marshfield Utilities,AB,Muni,6.000,10,,,,10,10,,5,1,,,,,,,4,10,
2022,3430,Mary Hill Park Sanitary District,D,Sani,0.625,35,,0,-10,25,0,23,,,,,,,,,2,25,
2022,3440,Mattoon Municipal Water Utility,D,Muni,0.625,188,2,,,190,0,135,15,,5,,,,,,35,190,
2022,3440,Mattoon Municipal Water Utility,D,Muni,1.000,0,2,1,,1,0,,1,,,,,,,,,1,
2022,3440,Mattoon Municipal Water Utility,D,Muni,1.250,1,,1,,0,0,,,,,,,,,,,0,
2022,3440,Mattoon Municipal Water Utility,D,Muni,1.500,1,1,1,,1,1,,,1,,,,,,,,1,
2022,3440,Mattoon Municipal Water Utility,D,Muni,2.000,2,,,,2,0,,1,1,,,,,,,,2,
2022,3450,City of Mauston Municipal Water Utility,C,Muni,0.625,667,,79,,588,0,516,53,3,6,,2,,,,8,588,
2022,3450,City of Mauston Municipal Water Utility,C,Muni,0.750,776,168,7,,937,0,724,75,6,9,,13,,,,108,937,
2022,3450,City of Mauston Municipal Water Utility,C,Muni,1.000,51,,,,51,0,2,21,3,3,,19,,,,3,51,
2022,3450,City of Mauston Municipal Water Utility,C,Muni,1.500,27,,,,27,4,,11,5,1,,8,,,,2,27,
2022,3450,City of Mauston Municipal Water Utility,C,Muni,2.000,41,3,1,,43,9,,11,2,10,,16,,,,2,43,
2022,3450,City of Mauston Municipal Water Utility,C,Muni,3.000,11,2,1,,12,3,,1,,5,,3,,,,3,12,
2022,3450,City of Mauston Municipal Water Utility,C,Muni,4.000,6,,1,,5,1,,2,,2,,,1,,,,5,
2022,3450,City of Mauston Municipal Water Utility,C,Muni,8.000,2,,,,2,2,,,,2,,,,,,,2,
2022,3460,Mayville Municipal Water Utility,C,Muni,0.625,2066,248,155,55,2214,0,1836,122,16,10,,7,,,,172,2214,
2022,3460,Mayville Municipal Water Utility,C,Muni,0.750,24,4,7,8,29,0,6,13,1,1,,1,,,,7,29,
2022,3460,Mayville Municipal Water Utility,C,Muni,1.000,44,1,1,2,46,0,3,11,4,2,,22,,,,,46,
2022,3460,Mayville Municipal Water Utility,C,Muni,1.500,25,,,,25,5,,5,7,7,,6,,,,,25,
2022,3460,Mayville Municipal Water Utility,C,Muni,2.000,32,,0,,32,7,,10,6,5,,7,,,,1,32,
2022,3460,Mayville Municipal Water Utility,C,Muni,3.000,4,,,,4,0,,1,1,2,,,,,,,4,
2022,3460,Mayville Municipal Water Utility,C,Muni,4.000,4,2,,-2,4,1,,,3,1,,,,,,,4,
2022,3480,Mazomanie Water Utility,D,Muni,0.625,856,,7,-14,835,0,677,42,2,5,,3,,,,10,835,
2022,3480,Mazomanie Water Utility,D,Muni,1.000,36,,,,36,0,8,9,2,5,,5,,,,5,36,
2022,3480,Mazomanie Water Utility,D,Muni,1.500,1,,,,1,0,,,1,,,,,,,,1,
2022,3480,Mazomanie Water Utility,D,Muni,2.000,7,,,,7,0,,,4,,,,,,,,7,
2022,3480,Mazomanie Water Utility,D,Muni,3.000,2,,,,2,0,,,2,,,,,,,,2,
2022,3490,Mcfarland Water and Sewer Utility,C,Muni,0.625,3485,1767,454,,4798,3,3183,167,,10,,3,,,,1435,4798,
2022,3490,Mcfarland Water and Sewer Utility,C,Muni,0.750,1,,,,1,0,1,,,,,,,,,,1,
2022,3490,Mcfarland Water and Sewer Utility,C,Muni,1.000,89,34,10,,113,1,1,28,,5,,21,,,,58,113,
2022,3490,Mcfarland Water and Sewer Utility,C,Muni,1.500,53,28,,,81,1,,10,,5,1,27,,,,38,81,
2022,3490,Mcfarland Water and Sewer Utility,C,Muni,2.000,29,9,,,38,3,,8,,4,1,10,,,,15,38,
2022,3490,Mcfarland Water and Sewer Utility,C,Muni,3.000,10,,,,10,4,,1,,3,3,2,,,,1,10,
2022,3490,Mcfarland Water and Sewer Utility,C,Muni,4.000,2,,,,2,0,,,,1,,,,,,1,2,
2022,3520,Medford Water works,C,Muni,0.750,1947,78,67,-17,1941,0,1720,161,12,8,,10,,,,30,1941,
2022,3520,Medford Water works,C,Muni,1.000,110,8,8,18,128,0,8,55,15,13,,19,,,,18,128,
2022,3520,Medford Water works,C,Muni,1.250,1,,,,1,0,,1,,,,,,,,,1,
2022,3520,Medford Water works,C,Muni,1.500,23,,,,23,0,,2,8,1,,12,,,,,23,
2022,3520,Medford Water works,C,Muni,2.000,55,6,,,61,4,,14,23,10,,7,,,,7,61,
2022,3520,Medford Water works,C,Muni,3.000,3,,,1,4,1,,1,1,1,,,,,,1,4,
2022,3520,Medford Water works,C,Muni,4.000,5,,,,5,5,,1,2,2,,,,,,,5,
2022,3530,Mellen Municipal Water Utility,D,Muni,0.625,362,64,43,,383,41,302,27,3,9,,3,,,,39,383,
2022,3530,Mellen Municipal Water Utility,D,Muni,1.000,6,,,,6,1,,3,1,1,,1,,,,,6,
2022,3530,Mellen Municipal Water Utility,D,Muni,1.500,2,,,,2,0,,,,1,,1,,,,,2,
2022,3530,Mellen Municipal Water Utility,D,Muni,2.000,5,,,,5,0,,1,3,,,1,,,,,5,
2022,3530,Mellen Municipal Water Utility,D,Muni,3.000,3,,,,3,0,,1,1,1,,,,,,,3,
2022,3530,Mellen Municipal Water Utility,D,Muni,4.000,1,,,,1,0,,,,1,,,,,,,1,
2022,3540,Melrose Municipal Water Utility,D,Muni,0.625,244,12,3,,253,0,216,24,,,,,,,,13,253,
2022,3540,Melrose Municipal Water Utility,D,Muni,1.000,10,1,1,,10,0,5,5,,,,,,,,,10,
2022,3540,Melrose Municipal Water Utility,D,Muni,1.500,1,,,,1,0,,,,1,,,,,,,1,
2022,3545,Melvina Municipal Water Utility,D,Muni,0.625,41,,,,41,0,37,2,,2,,,,,,,41,
2022,3545,Melvina Municipal Water Utility,D,Muni,1.500,1,,,,1,0,,,,,,1,,,,,1,
2022,3550,Fox Crossing Utilities,AB,Muni,0.625,8601,875,597,,8879,875,8265,476,3,2,,1,,,,132,8879,
2022,3550,Fox Crossing Utilities,AB,Muni,0.750,9,,2,,7,0,3,4,,,,,,,,,7,
2022,3550,Fox Crossing Utilities,AB,Muni,1.000,241,47,33,,255,47,33,161,3,4,,16,,,,38,255,
2022,3550,Fox Crossing Utilities,AB,Muni,1.500,225,11,11,-2,223,11,1,67,2,3,,140,,,,10,223,
2022,3550,Fox Crossing Utilities,AB,Muni,2.000,139,14,2,,151,31,1,69,5,9,,53,,,,14,151,
2022,3550,Fox Crossing Utilities,AB,Muni,3.000,41,16,28,-1,28,16,,13,3,5,,4,,,,3,28,
2022,3550,Fox Crossing Utilities,AB,Muni,4.000,16,2,1,,17,2,,4,5,1,,4,,,,3,17,
2022,3550,Fox Crossing Utilities,AB,Muni,6.000,2,,0,,2,2,,1,1,,,,,,,,2,
2022,3550,Fox Crossing Utilities,AB,Muni,8.000,1,,0,,1,1,,,1,,,,,,,,1,
2022,3560,Menasha Electric and Water Utilities,AB,Muni,0.625,4806,552,160,44,5242,571,4670,115,2,11,,2,,,,442,5242,
2022,3560,Menasha Electric and Water Utilities,AB,Muni,0.750,8,,,,8,0,4,4,,,,,,,,,8,
2022,3560,Menasha Electric and Water Utilities,AB,Muni,1.000,63,24,3,3,87,24,29,26,3,9,,,,,,20,87,
2022,3560,Menasha Electric and Water Utilities,AB,Muni,1.500,18,,,,18,0,,10,1,3,,2,,,,2,18,
2022,3560,Menasha Electric and Water Utilities,AB,Muni,2.000,48,,0,3,51,0,1,11,10,11,2,11,,,,5,51,
2022,3560,Menasha Electric and Water Utilities,AB,Muni,3.000,17,,,,17,0,,5,4,4,,4,,,,,17,
2022,3560,Menasha Electric and Water Utilities,AB,Muni,4.000,12,,,,12,0,,,7,5,,,,,,,12,
2022,3560,Menasha Electric and Water Utilities,AB,Muni,10.000,1,,,,1,0,,,1,,,,,,,,1,
2022,3580,Village of Menomonee Falls Water Utility,AB,Muni,0.750,17097,168,186,-164,16915,339,15773,534,87,12,,83,,,,426,16915,
2022,3580,Village of Menomonee Falls Water Utility,AB,Muni,1.000,410,,1,-3,406,3,35,228,81,12,,43,,,,7,406,
2022,3580,Village of Menomonee Falls Water Utility,AB,Muni,1.500,290,,98,93,285,187,,142,54,21,,64,,,,4,285,
2022,3580,Village of Menomonee Falls Water Utility,AB,Muni,2.000,146,2,31,49,166,50,,90,13,9,,51,,,,3,166,
2022,3580,Village of Menomonee Falls Water Utility,AB,Muni,3.000,48,,10,15,53,9,,24,13,7,,9,,,,,53,
2022,3580,Village of Menomonee Falls Water Utility,AB,Muni,4.000,15,,1,1,15,2,,9,2,2,,2,,,,,15,
2022,3580,Village of Menomonee Falls Water Utility,AB,Muni,6.000,7,,2,4,9,2,,1,5,1,,1,,,,1,9,
2022,3580,Village of Menomonee Falls Water Utility,AB,Muni,8.000,4,,2,4,6,6,,,,,,6,,,,,6,
2022,3590,City of Menomonie Water Department,AB,Muni,0.625,5861,1,45,,5817,0,4519,371,8,94,,48,,,,754,5817,
2022,3590,City of Menomonie Water Department,AB,Muni,1.000,276,120,,,396,0,8,114,12,23,,66,,,,172,396,
2022,3590,City of Menomonie Water Department,AB,Muni,1.500,90,,,,90,31,,43,2,13,,14,,,,18,90,
2022,3590,City of Menomonie Water Department,AB,Muni,2.000,121,,15,,106,30,,28,7,35,,10,,,,18,106,
2022,3590,City of Menomonie Water Department,AB,Muni,3.000,35,5,,,40,10,,8,2,11,6,2,,,,8,40,
2022,3590,City of Menomonie Water Department,AB,Muni,4.000,5,1,1,,5,0,,,2,1,,1,,,,1,5,
2022,3590,City of Menomonie Water Department,AB,Muni,6.000,3,,,,3,3,,,3,,,,,,,,3,
2022,3595,Mequon Municipal Water Utility,AB,Muni,0.625,3699,317,247,,3769,1,3584,87,,3,,1,33,,,61,3769,
2022,3595,Mequon Municipal Water Utility,AB,Muni,0.750,600,18,15,,603,0,538,29,,,,,34,,,2,603,
2022,3595,Mequon Municipal Water Utility,AB,Muni,1.000,273,39,17,,295,0,157,74,,1,,6,12,,,45,295,
2022,3595,Mequon Municipal Water Utility,AB,Muni,1.500,74,2,1,,75,5,1,51,,5,,7,8,,,3,75,
2022,3595,Mequon Municipal Water Utility,AB,Muni,2.000,68,2,3,,67,5,,40,,3,,24,,,,,67,
2022,3595,Mequon Municipal Water Utility,AB,Muni,3.000,27,,,-12,15,3,,11,,2,,2,,,,,15,
2022,3595,Mequon Municipal Water Utility,AB,Muni,4.000,22,,,-19,3,2,,3,,,,,,,,,3,
2022,3600,Mercer Sanitary District Number One,D,Sani,0.625,330,,,,330,0,272,40,2,11,,,,,,5,330,
2022,3600,Mercer Sanitary District Number One,D,Sani,0.750,3,,,,3,0,,3,,,,,,,,,3,
2022,3600,Mercer Sanitary District Number One,D,Sani,1.000,21,,,,21,0,2,15,2,2,,,,,,,21,
2022,3600,Mercer Sanitary District Number One,D,Sani,1.500,10,,,,10,0,1,7,1,1,,,,,,,10,
2022,3600,Mercer Sanitary District Number One,D,Sani,2.000,6,,,,6,0,,4,,2,,,,,,,6,
2022,3610,Merrill Water Utility,C,Muni,0.625,2330,,86,1,2245,97,2086,124,7,6,,1,,,,21,2245,
2022,3610,Merrill Water Utility,C,Muni,0.750,1488,160,12,,1636,14,1310,146,21,10,,2,,,,147,1636,
2022,3610,Merrill Water Utility,C,Muni,1.000,108,,1,,107,8,15,55,13,8,,7,,,,9,107,
2022,3610,Merrill Water Utility,C,Muni,1.500,54,4,3,,55,13,2,23,7,4,,15,,,,4,55,
2022,3610,Merrill Water Utility,C,Muni,2.000,81,2,,,83,24,,31,8,15,,19,,,,10,83,
2022,3610,Merrill Water Utility,C,Muni,3.000,20,,,-2,18,7,,6,1,8,,1,,,,2,18,
2022,3610,Merrill Water Utility,C,Muni,4.000,4,,,,4,2,,,,4,,,,,,,4,
2022,3610,Merrill Water Utility,C,Muni,6.000,1,,,,1,1,,,,1,,,,,,,1,
2022,3620,Merrillan Municipal Electric and Water Utility,C,Muni,0.625,236,16,1,-8,243,0,204,18,,2,,3,,,,16,243,
2022,3620,Merrillan Municipal Electric and Water Utility,C,Muni,1.000,1,,,,1,0,,1,,,,,,,,,1,
2022,3620,Merrillan Municipal Electric and Water Utility,C,Muni,1.500,3,,,,3,0,,1,,1,,1,,,,,3,
2022,3620,Merrillan Municipal Electric and Water Utility,C,Muni,2.000,2,,,,2,0,,,,,,2,,,,,2,
2022,3620,Merrillan Municipal Electric and Water Utility,C,Muni,3.000,1,,,,1,0,,,,1,,,,,,,1,
2022,3620,Merrillan Municipal Electric and Water Utility,C,Muni,4.000,1,,,,1,0,,,,,,1,,,,,1,
2022,3630,Merrimac Municipal Water Utility,D,Muni,0.625,298,4,,-10,292,23,258,10,,5,,1,,,,18,292,
2022,3630,Merrimac Municipal Water Utility,D,Muni,1.000,2,,,,2,0,1,1,,,,,,,,,2,
2022,3630,Merrimac Municipal Water Utility,D,Muni,1.500,7,,,,7,0,1,,,5,,1,,,,,7,
2022,3630,Merrimac Municipal Water Utility,D,Muni,4.000,1,,,,1,0,,,,1,,,,,,,1,
2022,3640,Middleton Municipal Water Utility,AB,Muni,0.625,5779,305,61,,6023,61,5066,288,23,4,7,11,,,,296,6023,
2022,3640,Middleton Municipal Water Utility,AB,Muni,0.750,222,6,13,,215,13,98,66,10,3,,5,,,,,215,
2022,3640,Middleton Municipal Water Utility,AB,Muni,1.000,211,28,5,,234,5,39,146,8,5,,20,,,,16,234,
2022,3640,Middleton Municipal Water Utility,AB,Muni,1.500,186,1,,,187,46,1,84,8,11,,78,,,,5,187,
2022,3640,Middleton Municipal Water Utility,AB,Muni,2.000,199,,,,199,45,,82,12,14,5,80,,1,,5,199,
2022,3640,Middleton Municipal Water Utility,AB,Muni,3.000,79,,,,79,38,,27,9,11,,28,,,,4,79,
2022,3640,Middleton Municipal Water Utility,AB,Muni,4.000,10,,,,10,1,,3,2,1,,1,,,,3,10,
2022,3640,Middleton Municipal Water Utility,AB,Muni,6.000,1,,,,1,1,,,1,,,,,,,,1,
2022,3640,Middleton Municipal Water Utility,AB,Muni,8.000,1,,,,1,1,,,,,,,,1,,,1,
2022,3675,Village of Milladore Water Utility,D,Muni,0.625,120,12,12,,120,0,108,10,,2,,,,,,,120,
2022,3675,Village of Milladore Water Utility,D,Muni,0.750,1,,,,1,0,,1,,,,,,,,,1,
2022,3675,Village of Milladore Water Utility,D,Muni,1.000,1,,,,1,1,,,,1,,,,,,,1,
2022,3680,Village of Milltown Water Utility,D,Muni,0.625,439,3,,-37,405,1,347,45,2,5,,6,,,,,405,
2022,3680,Village of Milltown Water Utility,D,Muni,1.000,13,,,-1,12,0,,5,1,2,,4,,,,,12,
2022,3680,Village of Milltown Water Utility,D,Muni,1.500,8,,,-1,7,0,1,4,,1,,1,,,,,7,
2022,3680,Village of Milltown Water Utility,D,Muni,2.000,3,,,,3,0,,1,,,,2,,,,,3,
2022,3680,Village of Milltown Water Utility,D,Muni,3.000,3,,,-2,1,0,,,,1,,,,,,,1,
2022,3700,City of Milton Municipal Water Utility,C,Muni,0.625,2592,231,227,-120,2476,0,2205,150,13,11,,2,,,,95,2476,
2022,3700,City of Milton Municipal Water Utility,C,Muni,0.750,7,,,,7,0,1,4,1,1,,,,,,,7,
2022,3700,City of Milton Municipal Water Utility,C,Muni,1.000,50,3,,,53,0,1,18,10,5,,19,,,,,53,
2022,3700,City of Milton Municipal Water Utility,C,Muni,1.500,33,,1,,32,7,,11,5,8,,8,,,,,32,
2022,3700,City of Milton Municipal Water Utility,C,Muni,2.000,27,2,,,29,8,,7,9,7,,6,,,,,29,
2022,3700,City of Milton Municipal Water Utility,C,Muni,3.000,9,,,,9,6,,1,3,5,,,,,,,9,
2022,3700,City of Milton Municipal Water Utility,C,Muni,4.000,5,,,,5,1,,,1,4,,,,,,,5,
2022,3720,Milwaukee Water Works,AB,Muni,0.625,116555,4320,5123,,115752,4629,100130,4701,270,72,,2627,,,,7952,115752,
2022,3720,Milwaukee Water Works,AB,Muni,0.750,44766,2304,2348,,44722,2204,36406,2636,261,74,,2381,,,,2964,44722,
2022,3720,Milwaukee Water Works,AB,Muni,1.000,5500,240,157,,5583,173,765,2028,183,183,,1968,,,,456,5583,
2022,3720,Milwaukee Water Works,AB,Muni,1.500,3518,,79,,3439,938,48,1365,183,98,,1279,,,,466,3439,
2022,3720,Milwaukee Water Works,AB,Muni,2.000,2456,,305,,2151,521,15,976,210,179,,409,,,,362,2151,
2022,3720,Milwaukee Water Works,AB,Muni,3.000,1241,,127,,1114,557,366,426,80,144,,59,,,,39,1114,
2022,3720,Milwaukee Water Works,AB,Muni,4.000,460,,6,,454,227,,248,55,83,,27,,,,41,454,
2022,3720,Milwaukee Water Works,AB,Muni,6.000,236,,15,,221,221,,96,32,50,,6,,2,,35,221,
2022,3720,Milwaukee Water Works,AB,Muni,8.000,124,2,25,,101,101,,35,9,17,,6,,21,,13,101,
2022,3720,Milwaukee Water Works,AB,Muni,10.000,42,,16,,26,26,,5,2,4,,,,10,,5,26,
2022,3720,Milwaukee Water Works,AB,Muni,12.000,4,,,,4,4,,,,,,,,4,,,4,
2022,3730,Town of Farmington Sanitary District,D,Sani,0.625,138,21,20,,139,0,118,11,,9,,,,,1,,139,
2022,3730,Town of Farmington Sanitary District,D,Sani,1.000,1,,,,1,0,,1,,,,,,,,,1,
2022,3730,Town of Farmington Sanitary District,D,Sani,1.500,3,,,,3,0,,1,,1,,,,,1,,3,
2022,3730,Town of Farmington Sanitary District,D,Sani,2.000,2,,,,2,0,,,1,1,,,,,,,2,
2022,3740,Mineral Point Municipal Water Utility,C,Muni,0.625,1277,179,161,,1295,0,1119,154,1,5,,4,,,,12,1295,
2022,3740,Mineral Point Municipal Water Utility,C,Muni,0.750,8,,,,8,0,5,3,,,,,,,,,8,
2022,3740,Mineral Point Municipal Water Utility,C,Muni,1.000,25,2,2,,25,0,,18,,4,,3,,,,,25,
2022,3740,Mineral Point Municipal Water Utility,C,Muni,1.250,1,,,,1,0,,1,,,,,,,,,1,
2022,3740,Mineral Point Municipal Water Utility,C,Muni,1.500,14,1,1,,14,0,,10,1,1,,2,,,,,14,
2022,3740,Mineral Point Municipal Water Utility,C,Muni,2.000,21,,2,,19,0,,8,2,4,,5,,,,,19,
2022,3740,Mineral Point Municipal Water Utility,C,Muni,3.000,6,1,2,,5,0,,2,1,2,,,,,,,5,
2022,3760,Village of Minong Water Utility,D,Muni,0.625,352,6,3,,355,0,229,35,,2,2,3,,,,68,355,
2022,3760,Village of Minong Water Utility,D,Muni,1.000,24,1,,,25,0,,16,1,3,,1,,,,4,25,
2022,3760,Village of Minong Water Utility,D,Muni,1.500,6,,,,6,0,,4,,,,1,,,,1,6,
2022,3760,Village of Minong Water Utility,D,Muni,2.000,19,2,,,21,0,,6,1,3,,2,,,,8,21,
2022,3760,Village of Minong Water Utility,D,Muni,3.000,1,,,,1,0,,,,1,,,,,,,1,
2022,3760,Village of Minong Water Utility,D,Muni,4.000,2,,,,2,2,,1,1,,,,,,,,2,
2022,3770,Mishicot Water Utility and Sewer Department,D,Muni,0.750,790,,3,-4,783,6,577,41,,9,,1,,,,10,783,
2022,3770,Mishicot Water Utility and Sewer Department,D,Muni,1.000,9,1,1,-1,8,1,,6,,2,,,,,,,8,
2022,3770,Mishicot Water Utility and Sewer Department,D,Muni,1.500,37,16,9,-7,37,20,,25,,1,,11,,,,,37,
2022,3770,Mishicot Water Utility and Sewer Department,D,Muni,2.000,2,,,1,3,3,,2,,1,,,,,,,3,
2022,3770,Mishicot Water Utility and Sewer Department,D,Muni,3.000,8,,1,-1,6,5,,2,,4,,,,,,,6,
2022,3780,Mondovi Municipal Water And Sewer Utility,C,Muni,0.625,1436,,8,13,1441,11,1138,110,1,3,,2,,,,154,1441,
2022,3780,Mondovi Municipal Water And Sewer Utility,C,Muni,1.000,30,2,2,2,32,0,5,20,1,3,,1,,,,2,32,
2022,3780,Mondovi Municipal Water And Sewer Utility,C,Muni,1.500,5,,,,5,3,,3,1,1,,,,,,,5,
2022,3780,Mondovi Municipal Water And Sewer Utility,C,Muni,2.000,18,2,1,-2,17,12,,9,1,2,,4,,,,1,17,
2022,3780,Mondovi Municipal Water And Sewer Utility,C,Muni,3.000,6,1,,,7,4,,5,,,,1,,,,1,7,
2022,3780,Mondovi Municipal Water And Sewer Utility,C,Muni,4.000,1,,,,1,1,,,,1,,,,,,,1,
2022,3800,Monona Water Utility,C,Muni,0.625,3,,,,3,0,3,,,,,,,,,,3,
2022,3800,Monona Water Utility,C,Muni,0.750,2650,,,,2650,0,2488,126,,3,,9,,,,24,2650,
2022,3800,Monona Water Utility,C,Muni,1.000,112,,,,112,4,19,63,,3,,21,,,,6,112,
2022,3800,Monona Water Utility,C,Muni,1.500,57,,,2,59,8,,43,,8,,8,,,,,59,
2022,3800,Monona Water Utility,C,Muni,2.000,48,,,3,51,9,,32,,9,,10,,,,,51,
2022,3800,Monona Water Utility,C,Muni,3.000,10,,,,10,1,,3,,,,6,,,,1,10,
2022,3800,Monona Water Utility,C,Muni,4.000,2,,,,2,1,,2,,,,,,,,,2,
2022,3820,Monroe Municipal Water Utility,AB,Muni,0.625,3417,5,9,,3413,0,3157,207,,15,,26,,,,8,3413,
2022,3820,Monroe Municipal Water Utility,AB,Muni,0.750,764,12,2,,774,0,597,148,,12,,5,,,,12,774,
